,juliandate,A0620Cal,merr1
74,2455168.78579,18.0765,0.038
75,2455170.75980,17.933999999999997,0.025
76,2455173.68831,18.0135,0.011
77,2455175.73762,17.976000000000003,0.01
78,2455177.74934,17.9875,0.01
80,2455180.65578,17.9465,0.01
81,2455183.78167,18.092,0.01
82,2455184.74146,18.068,0.011
83,2455185.69822,18.161500000000004,0.011
84,2455186.71201,17.999,0.009
85,2455187.71253,17.962,0.009
86,2455199.70233,18.032,0.023
87,2455200.68873,18.008499999999998,0.016
88,2455201.72861,17.933000000000003,0.013
89,2455202.71899,17.9205,0.011
90,2455203.75139,17.996000000000002,0.012
91,2455207.69599,17.964,0.009
92,2455208.71807,17.9615,0.009
93,2455209.69404,18.077,0.01
94,2455210.76505,17.9485,0.009
95,2455211.74314,17.9195,0.01
96,2455212.71907,17.884500000000003,0.009
97,2455213.69801,17.8685,0.01
98,2455214.71519,17.946500000000004,0.01
99,2455215.69724,18.078,0.011
100,2455216.69348,18.151,0.012
101,2455218.77803,18.048000000000002,0.013
102,2455219.67859,17.956000000000003,0.011
103,2455222.72762,17.91,0.014
104,2455225.73772,17.8265,0.044
105,2455226.68957,17.7675,0.052
106,2455227.72405,17.795,0.036
107,2455228.73760,17.840500000000002,0.029
108,2455229.75893,17.9495,0.036
109,2455231.68776,17.8675,0.014
110,2455232.74271,17.853,0.015
111,2455235.65220,17.8135,0.008
112,2455237.66580,18.0425,0.009
113,2455243.67011,18.098000000000003,0.011
114,2455245.67338,17.9065,0.011
115,2455247.63201,17.831999999999997,0.01
116,2455249.58081,17.872,0.012
117,2455251.56268,18.0405,0.028
118,2455253.57877,17.8715,0.022
119,2455255.63666,17.927999999999997,0.028
120,2455256.64044,17.774,0.023
121,2455257.62461,17.881,0.024
122,2455260.65607,18.148500000000002,0.024
123,2455262.65591,17.9015,0.013
124,2455263.64141,17.927,0.012
125,2455265.58597,17.9615,0.01
126,2455267.58038,17.985500000000002,0.01
127,2455269.61775,17.853499999999997,0.009
128,2455274.53499,18.134500000000003,0.011
129,2455276.60653,18.071,0.012
130,2455278.58118,17.999000000000002,0.019
131,2455279.48849,17.931,0.023
132,2455280.48774,18.012,0.025
133,2455281.51351,17.915000000000003,0.018
134,2455284.56937,17.9495,0.026
135,2455287.55548,17.8905,0.024
136,2455289.50999,18.0195,0.011
137,2455291.51654,17.8005,0.01
138,2455294.51690,18.097,0.011
139,2455295.51384,18.162,0.014
140,2455296.51197,18.0145,0.012
141,2455297.51773,17.971500000000002,0.012
143,2455299.49095,17.8815,0.01
144,2455301.51677,17.852000000000004,0.011
145,2455306.47790,17.8565,0.016
146,2455308.47655,17.6595,0.013
147,2455310.48251,17.812,0.017
148,2455313.49845,17.7055,0.021
149,2455317.47111,17.8415,0.012
150,2455320.47191,17.687,0.01
152,2455325.47254,17.777,0.011
153,2455327.46407,17.988999999999997,0.015
154,2455436.88777,17.8155,0.016
155,2455439.86925,17.721999999999998,0.016
156,2455446.87496,17.936000000000003,0.011
157,2455447.91266,17.71,0.015
158,2455448.88480,17.8765,0.01
159,2455454.86989,17.6245,0.008
160,2455455.85403,17.819999999999997,0.012
161,2455456.88299,17.7605,0.009
162,2455458.88809,17.681,0.008
163,2455459.85570,17.882500000000004,0.017
164,2455462.87660,17.770500000000002,0.018
165,2455468.84661,17.7905,0.015
166,2455470.85717,17.798000000000002,0.016
167,2455472.81809,17.916,0.015
168,2455475.82047,17.8715,0.01
169,2455477.83054,17.696500000000004,0.008
170,2455479.79199,17.8545,0.01
171,2455483.81910,17.603,0.008
172,2455485.79697,17.752000000000002,0.009
173,2455487.82389,17.751,0.009
174,2455489.79225,17.837,0.016
175,2455490.79639,17.8645,0.027
176,2455491.79306,17.562,0.018
177,2455492.78624,17.5515,0.018
178,2455493.80254,17.759500000000003,0.02
179,2455494.79008,17.943,0.023
180,2455495.81994,17.6795,0.016
181,2455496.84244,17.508000000000003,0.017
182,2455499.80295,18.017,0.016
183,2455501.81512,17.745000000000005,0.009
184,2455502.80347,17.8245,0.009
185,2455503.69940,17.9205,0.011
186,2455503.73465,17.8305,0.01
187,2455505.67789,17.856,0.012
188,2455505.75947,17.8395,0.009
189,2455505.82576,17.8605,0.009
190,2455506.73144,17.999000000000002,0.01
191,2455509.79054,17.863500000000002,0.009
192,2455510.77795,17.907500000000002,0.009
193,2455510.80729,17.6385,0.008
194,2455511.73984,17.787,0.009
195,2455512.84153,17.808000000000003,0.009
196,2455513.65402,17.535,0.011
197,2455513.83084,17.8315,0.01
198,2455514.74145,17.723000000000003,0.008
199,2455514.85420,17.893500000000003,0.011
200,2455515.77774,17.995500000000003,0.011
201,2455515.79207,17.942500000000003,0.01
202,2455516.76019,17.953500000000002,0.011
203,2455516.77020,17.928500000000003,0.01
204,2455517.72501,17.936999999999998,0.016
205,2455517.84801,17.781000000000002,0.009
206,2455518.65295,17.796,0.02
207,2455519.68677,17.71,0.018
208,2455519.83480,17.9065,0.011
209,2455521.65108,17.584500000000002,0.028
210,2455521.82960,17.625,0.022
211,2455522.66110,17.546,0.027
212,2455522.83205,17.6735,0.028
213,2455523.74555,17.7505,0.024
214,2455524.73916,17.9645,0.046
215,2455524.84112,18.017999999999997,0.047
216,2455525.74659,18.025000000000002,0.038
217,2455525.81642,17.866500000000002,0.032
218,2455526.80455,17.803,0.018
219,2455526.86660,17.584500000000002,0.046
220,2455527.81533,17.747999999999998,0.013
221,2455527.82524,17.774500000000003,0.016
222,2455528.69582,17.8045,0.011
223,2455528.82117,17.7635,0.013
224,2455529.73672,17.845,0.011
225,2455530.62040,17.936500000000002,0.012
226,2455531.61667,17.7885,0.009
227,2455531.85324,17.7115,0.013
228,2455532.65844,17.789,0.008
229,2455533.60908,17.6875,0.009
230,2455533.77366,17.901,0.01
231,2455534.62230,17.681500000000003,0.009
232,2455534.84847,17.9555,0.013
233,2455535.71389,17.896,0.009
234,2455536.74808,17.829,0.009
235,2455537.72524,17.8,0.009
236,2455538.69209,17.7635,0.009
237,2455538.80945,17.7015,0.008
238,2455539.65964,17.8685,0.009
239,2455539.68898,17.753500000000003,0.008
240,2455540.59924,17.555000000000003,0.008
241,2455541.63143,17.956500000000002,0.011
242,2455542.60708,18.018,0.012
243,2455542.72266,17.8455,0.009
244,2455543.60111,18.035000000000004,0.014
245,2455543.70764,17.9935,0.011
246,2455543.82853,17.7495,0.01
247,2455544.70816,18.0775,0.011
248,2455544.76926,17.860000000000003,0.009
249,2455545.67457,17.988000000000003,0.014
250,2455545.83280,18.043,0.011
251,2455546.77723,17.8005,0.009
252,2455547.63896,17.9065,0.017
253,2455547.80594,17.8065,0.01
254,2455548.65342,17.776000000000003,0.018
255,2455548.79181,17.7755,0.01
256,2455549.64987,17.818,0.025
257,2455549.81066,17.870000000000005,0.022
258,2455550.66223,17.909000000000002,0.035
259,2455551.60279,17.461000000000002,0.048
260,2455551.80260,18.045,0.015
262,2455552.80827,18.025000000000002,0.06
263,2455553.59727,18.012,0.057
264,2455553.79149,17.8425,0.04
265,2455554.70080,17.966500000000003,0.023
266,2455557.73191,17.9645,0.013
267,2455557.86453,17.73,0.041
268,2455558.65314,17.959,0.01
269,2455558.84559,17.728500000000004,0.013
270,2455559.73699,18.1195,0.013
271,2455559.84314,17.9995,0.014
272,2455560.72541,18.075499999999998,0.01
273,2455560.82245,17.954,0.012
274,2455993.59169,18.0825,0.028
275,2455996.59140,18.2165,0.031
276,2455997.56131,18.102999999999998,0.02
277,2456000.57298,17.9115,0.01
278,2456002.54026,17.931,0.011
279,2456004.54237,18.091500000000003,0.013
280,2456007.58437,17.901500000000002,0.009
281,2456009.52107,18.0575,0.011
282,2456010.52969,18.126000000000005,0.012
283,2456011.56492,17.997000000000003,0.012
284,2456013.52767,18.127499999999998,0.012
285,2456015.52138,18.125500000000002,0.02
286,2456019.56047,18.051000000000002,0.025
287,2456022.54096,17.797500000000003,0.025
288,2456025.52173,18.0255,0.032
289,2456029.52100,17.792,0.013
290,2456032.50047,18.051000000000002,0.017
291,2456035.50416,17.905,0.014
292,2456037.52117,17.890500000000003,0.015
293,2456039.50399,17.849000000000004,0.013
294,2456042.50410,17.952499999999997,0.015
295,2456048.48085,17.907,0.02
296,2456050.47624,17.9135,0.026
297,2456052.46007,17.895500000000002,0.039
298,2456054.47884,17.6845,0.032
299,2456056.45816,17.783,0.021
300,2456198.83976,17.829500000000003,0.025
301,2456200.86836,17.7805,0.024
302,2456201.82018,17.701,0.046
303,2456202.77810,17.600500000000004,0.023
304,2456204.82773,17.637999999999998,0.019
305,2456212.86754,17.787,0.011
306,2456215.80930,17.9255,0.012
307,2456219.71190,17.77,0.014
308,2456226.81321,17.905,0.016
309,2456229.77263,17.9195,0.029
310,2456230.81247,18.1125,0.043
311,2456233.71128,17.795,0.032
312,2456235.71338,17.896,0.032
313,2456237.72811,17.959,0.021
314,2456239.73823,18.001,0.012
315,2456241.74986,18.102000000000004,0.016
316,2456245.75450,18.01,0.013
317,2456248.70019,18.076,0.015
318,2456251.67844,18.012500000000003,0.015
319,2456253.72482,18.0425,0.015
320,2456255.75388,17.988000000000003,0.019
321,2456257.77270,18.2055,0.031
322,2456262.70564,17.8185,0.042
323,2456265.68207,18.0975,0.02
324,2456267.67450,17.893500000000003,0.012
325,2456269.74625,18.1275,0.016
326,2456271.69635,18.025,0.014
327,2456273.73621,18.119,0.013
328,2456279.70936,18.016499999999997,0.013
329,2456282.74426,18.0105,0.013
330,2456284.70649,17.9845,0.019
331,2456289.77698,17.933999999999997,0.07
332,2456291.73244,17.828,0.034
333,2456293.75054,18.057000000000002,0.029
334,2456295.67504,17.9115,0.017
335,2456298.74135,17.787,0.012
336,2456300.71527,17.913500000000003,0.013
337,2456302.66554,17.922,0.013
338,2456304.56812,17.852,0.011
339,2456305.68425,17.831500000000002,0.013
340,2456307.65735,17.965,0.012
341,2456309.59142,17.8885,0.022
342,2456311.67623,17.906000000000002,0.012
343,2456319.64885,17.962500000000002,0.04
344,2456321.71094,17.981,0.034
345,2456333.62994,17.9675,0.012
346,2456336.61278,17.869000000000003,0.011
347,2456338.59020,17.887500000000003,0.012
348,2456342.64294,17.981,0.023
349,2456344.57936,17.791,0.026
350,2456350.64970,18.1275,0.042
351,2456352.59287,18.000000000000004,0.023
353,2456363.58887,18.138,0.015
354,2456365.61310,17.990000000000002,0.013
355,2456368.60787,17.8305,0.012
356,2456371.62107,17.946,0.027
357,2456373.61620,17.9765,0.035
358,2456375.59061,17.899000000000004,0.029
359,2456377.57334,17.887500000000003,0.03
360,2456379.56407,17.830999999999996,0.035
361,2456381.60108,17.849999999999998,0.031
362,2456385.52756,18.0535,0.015
363,2456387.56717,17.892000000000003,0.015
364,2456389.50910,17.802,0.013
365,2456393.54265,17.915000000000003,0.017
366,2456396.49333,18.031000000000002,0.016
367,2456548.86857,17.849,0.013
368,2456554.88242,17.8955,0.028
369,2456556.86529,17.9695,0.031
370,2456557.84868,18.086500000000004,0.035
371,2456559.86772,17.8235,0.022
372,2456564.84802,17.876,0.025
373,2456567.85412,18.12,0.017
374,2456570.77218,18.153,0.021
375,2456572.76165,17.9535,0.016
376,2456574.81507,18.216500000000003,0.017
377,2456576.79473,18.0915,0.016
378,2456577.82835,17.851,0.014
379,2456578.80278,18.047,0.016
380,2456579.78996,18.104,0.021
381,2456580.82552,17.971,0.015
382,2456582.81083,17.833000000000002,0.025
383,2456583.80453,17.698,0.026
384,2456585.75004,17.815,0.033
385,2456591.84693,17.64,0.015
386,2456592.82820,17.6815,0.015
387,2456594.79637,17.858,0.018
388,2456599.73991,17.889499999999998,0.015
389,2456599.80474,17.85,0.013
390,2456600.76467,17.713,0.011
391,2456600.82756,17.8745,0.011
392,2456601.81138,17.407,0.009
393,2456602.76193,17.776999999999997,0.013
394,2456602.79945,17.7495,0.011
395,2456603.76426,17.737000000000002,0.012
396,2456603.80602,17.669,0.011
397,2456605.76487,17.746000000000002,0.012
398,2456605.80481,17.8435,0.013
399,2456608.75078,17.853,0.015
400,2456609.78988,17.699,0.012
401,2456610.70768,17.707,0.021
402,2456611.72482,17.725500000000004,0.024
403,2456611.83707,17.6355,0.014
404,2456612.81669,17.7225,0.024
405,2456613.82811,17.619500000000002,0.027
406,2456614.77150,17.4615,0.026
407,2456615.79008,17.651500000000002,0.032
408,2456616.79626,17.572499999999998,0.036
409,2456617.76157,17.933500000000002,0.039
410,2456618.79338,17.699,0.031
411,2456619.78770,17.794,0.021
413,2456622.81090,17.905500000000004,0.017
414,2456625.78460,17.737500000000004,0.011
415,2456626.74154,17.6035,0.013
416,2456626.84140,17.825000000000003,0.012
417,2456627.73820,17.7965,0.012
418,2456628.78316,17.6815,0.01
421,2456632.64871,17.908,0.015
422,2456632.66998,17.705,0.013
423,2456632.72008,17.656499999999998,0.012
424,2456632.74620,17.933000000000003,0.016
425,2456632.79049,17.848499999999998,0.014
426,2456633.74680,18.021,0.015
427,2456633.84400,17.704,0.013
428,2456635.62772,17.6775,0.015
429,2456635.63108,17.7095,0.016
430,2456635.63444,17.7585,0.015
431,2456635.63779,17.6895,0.015
432,2456635.66718,17.7895,0.013
433,2456635.67053,17.6885,0.012
434,2456635.67390,17.641500000000004,0.012
435,2456635.67727,17.673499999999997,0.012
436,2456635.70670,17.639,0.01
437,2456635.70670,17.7075,0.011
438,2456635.71351,17.6785,0.011
439,2456635.71687,17.788500000000003,0.012
440,2456635.74625,17.7895,0.012
441,2456635.74960,17.749999999999996,0.013
442,2456635.75297,17.753500000000003,0.012
443,2456635.75633,17.7425,0.011
444,2456635.78582,17.729,0.012
445,2456635.78918,17.677000000000003,0.011
446,2456635.79253,17.6225,0.01
447,2456635.79589,17.702,0.01
448,2456635.84110,17.669,0.011
449,2456635.84445,17.492500000000003,0.012
450,2456635.84779,17.779500000000002,0.016
451,2456635.85114,17.717000000000002,0.018
452,2456636.61329,17.9235,0.018
453,2456636.66197,17.902,0.017
454,2456636.75396,17.683,0.011
455,2456636.81097,17.945,0.014
456,2456636.84813,17.891000000000002,0.016
457,2456637.61280,17.7145,0.018
458,2456637.64673,17.851499999999998,0.019
459,2456637.68751,17.579500000000003,0.013
460,2456637.73594,17.829500000000003,0.014
461,2456637.79289,17.772499999999997,0.011
462,2456637.84244,17.6955,0.012
463,2456638.60197,18.047000000000004,0.027
464,2456638.65269,17.836000000000002,0.022
465,2456638.66448,17.703500000000002,0.019
466,2456638.67662,17.8125,0.019
467,2456638.68831,17.6625,0.016
468,2456638.70063,17.794,0.018
469,2456638.73674,17.9355,0.019
470,2456638.78992,17.895,0.013
471,2456638.83623,17.824,0.012
472,2456639.72773,17.759500000000003,0.019
473,2456640.76669,17.768500000000003,0.023
474,2456641.75031,17.772500000000004,0.032
476,2456644.76669,17.811,0.069
477,2456645.69629,18.0755,0.062
478,2456646.75288,17.550500000000003,0.021
479,2456647.79770,17.965500000000002,0.031
480,2456648.72754,17.806500000000003,0.019
481,2456649.66296,17.6925,0.017
482,2456650.74769,18.0355,0.023
483,2456653.72628,17.95,0.015
484,2456654.73548,17.8485,0.012
485,2456655.70237,17.9965,0.015
486,2456656.65185,18.046,0.019
487,2456657.67297,18.0245,0.015
488,2456658.76232,17.9895,0.015
489,2456659.69092,17.937,0.014
490,2456660.68166,17.917000000000005,0.012
491,2456661.75412,17.896500000000003,0.015
492,2456662.62366,17.977,0.015
493,2456663.66790,17.961500000000004,0.017
494,2456664.67483,17.89,0.013
495,2456665.67351,,
496,2456666.65760,17.774000000000004,0.016
497,2456668.61311,17.825000000000003,0.02
498,2456669.64381,17.6725,0.023
499,2456670.72109,17.9945,0.055
500,2456671.72575,18.009500000000003,0.089
501,2456673.69685,17.768,0.05
502,2456675.75720,18.022,0.079
503,2456676.68551,17.8525,0.031
504,2456677.68637,18.0965,0.028
505,2456678.66897,18.039500000000004,0.021
506,2456680.64040,17.8215,0.014
508,2456682.71309,17.8945,0.018
509,2456683.64101,18.015500000000003,0.016
510,2456684.72606,17.782500000000002,0.015
511,2456686.58602,17.926000000000002,0.014
512,2456687.60262,17.938,0.015
513,2456688.65234,18.103,0.018
514,2456689.61231,17.9655,0.014
515,2456690.61723,18.018500000000003,0.017
516,2456691.63992,17.818,0.014
517,2456692.65292,17.748500000000003,0.011
518,2456694.62920,17.9105,0.016
519,2456695.63425,17.931,0.019
520,2456696.60094,17.924500000000002,0.021
521,2456697.58118,17.97,0.027
522,2456698.62136,18.127499999999998,0.046
523,2456699.60373,18.072499999999998,0.051
524,2456700.55405,18.199499999999997,0.06
525,2456701.57877,18.089000000000002,0.044
526,2456703.62684,17.5775,0.034
527,2456705.61639,18.0255,0.035
528,2456707.59529,18.0355,0.026
529,2456709.57141,17.9845,0.017
530,2456711.58781,18.071500000000004,0.016
531,2456713.55911,18.042,0.017
532,2456715.54611,17.8895,0.012
533,2456717.61397,18.063000000000002,0.017
534,2456719.58628,17.926000000000002,0.014
535,2456721.57830,18.0555,0.015
536,2456723.60468,17.914,0.014
537,2456725.56255,17.823500000000003,0.025
538,2456727.56526,17.962,0.035
539,2456729.54658,18.0955,0.031
540,2456731.55050,18.0135,0.034
541,2456733.52357,17.952,0.032
542,2456735.52717,17.86,0.021
543,2456737.60002,17.9835,0.024
544,2456739.54983,18.0455,0.015
545,2456741.57351,17.7985,0.015
546,2456743.57282,17.993000000000002,0.018
547,2456745.55893,17.8585,0.015
548,2456747.53601,17.7445,0.016
549,2456749.53460,17.7755,0.013
551,2456759.52096,17.756999999999998,0.025
552,2456763.50218,17.7485,0.029
553,2456773.50625,17.7625,0.019
554,2454863.61777,17.9085,0.009
555,2454863.62255,17.884,0.008
556,2454863.63177,17.9685,0.008
557,2454863.64262,17.837500000000002,0.007
558,2454863.64740,17.782500000000002,0.007
559,2454863.65823,17.8845,0.008
560,2454863.66301,17.7935,0.007
561,2454867.54351,17.837,0.017
562,2454867.55097,17.881000000000004,0.02
563,2454867.59083,17.671999999999997,0.014
564,2454867.60041,17.712500000000002,0.017
565,2454867.61431,17.733500000000003,0.019
566,2454867.63907,17.821,0.019
567,2454867.65868,17.681,0.017
568,2454867.69347,17.632500000000004,0.018
569,2454871.64323,17.905,0.027
570,2454871.66166,17.7705,0.025
571,2454871.67852,17.8585,0.028
572,2454871.68823,17.9065,0.029
573,2454875.51949,17.9235,0.014
574,2454875.53319,17.970000000000002,0.008
575,2454875.55361,17.959999999999997,0.009
576,2454875.56382,18.131999999999998,0.013
577,2454875.58272,18.0895,0.014
578,2454875.59067,17.988500000000002,0.014
579,2454875.61016,17.9845,0.014
580,2454875.63196,17.7895,0.012
581,2454875.63674,17.835500000000003,0.012
582,2454875.65555,17.784,0.015
583,2454879.63193,18.044500000000003,0.009
584,2454882.65610,17.874,0.009
585,2454885.61095,18.113,0.01
586,2454888.58422,17.9235,0.009
587,2454891.65472,17.9815,0.01
588,2454894.60940,18.096500000000002,0.015
589,2454897.58337,17.953500000000002,0.02
590,2454900.62205,18.101499999999998,0.036
591,2454903.61360,17.9725,0.02
592,2454906.59633,18.1215,0.016
593,2454909.57350,17.793000000000003,0.009
594,2454912.57762,17.8415,0.009
595,2454915.57637,17.8365,0.01
596,2454918.58984,17.867,0.01
597,2454921.57037,17.68,0.009
598,2454924.53908,17.9405,0.015
599,2454927.52840,17.5405,0.015
600,2454929.53338,17.9475,0.023
601,2454931.54020,17.8065,0.025
602,2454934.53957,17.942999999999998,0.018
603,2454935.52539,17.938,0.01
604,2455106.86240,18.2535,0.019
605,2455109.84481,17.934500000000003,0.02
606,2455112.82413,18.080000000000002,0.038
607,2455116.81749,18.021500000000003,0.013
608,2455116.85217,17.966,0.013
609,2455118.82894,18.169,0.012
610,2455120.79841,18.1155,0.012
611,2455122.77629,17.8805,0.01
612,2455125.80550,17.952500000000004,0.009
613,2455125.82421,17.849000000000004,0.009
614,2455126.75916,17.979000000000003,0.01
615,2455132.83098,18.0205,0.011
